level,day,dayTitle,phraseNo,phraseId,friendlyLatin,arabic,english,scenario,goal,possibleMoroccanReply,cultureNote,pronunciationParts,audioNormal,audioSlow,sceneVisual,sceneVideo,status
5,23,التوقف والاستراحة في الطريق,2,L05-D23-P02,fin kayna l-wqfa?,فين كاينة الوقفة؟,Where is the stop?,You need the stop place.,Where is the stop?,f station jaya,Wqfa can mean a stop.,fin kayna / l-wqfa,assets/audio/level05/day23/l05-d23-p02-normal.mp3,assets/audio/level05/day23/l05-d23-p02-slow.mp3,assets/images/lesson-scenes/level05/day23/l05-d23-p02-scene.webp,assets/video/level05/day23/l05-d23-p02-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,23,التوقف والاستراحة في الطريق,3,L05-D23-P03,shhal ghadi nوقفو?,شحال غادي نوقفو؟,How long will we stop?,You need restroom or food time.,How long will we stop?,3shr d-qayeq,Know the stop time so you do not miss departure.,shhal / ghadi nوقفو,assets/audio/level05/day23/l05-d23-p03-normal.mp3,assets/audio/level05/day23/l05-d23-p03-slow.mp3,assets/images/lesson-scenes/level05/day23/l05-d23-p03-scene.webp,assets/video/level05/day23/l05-d23-p03-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,23,التوقف والاستراحة في الطريق,4,L05-D23-P04,bghit nmshi l-toilet b-sur3a,بغيت نمشي للطواليت بسرعة,I want to go to the toilet quickly.,At a rest stop.,I want to go to the toilet quickly.,"sir, rja3 bzzaf",Return quickly; buses may leave on time.,bghit nmshi / l-toilet / b-sur3a,assets/audio/level05/day23/l05-d23-p04-normal.mp3,assets/audio/level05/day23/l05-d23-p04-slow.mp3,assets/images/lesson-scenes/level05/day23/l05-d23-p04-scene.webp,assets/video/level05/day23/l05-d23-p04-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,23,التوقف والاستراحة في الطريق,5,L05-D23-P05,ma tmshiwsh bla bia afak,ما تمشيوش بلا بيا عافاك,Please do not leave without me.,You worry the group or bus leaves.,Please do not leave without me.,"wakha, sr3",Useful in group travel or with a driver.,ma tmshiwsh / bla bia / afak,assets/audio/level05/day23/l05-d23-p05-normal.mp3,assets/audio/level05/day23/l05-d23-p05-slow.mp3,assets/images/lesson-scenes/level05/day23/l05-d23-p05-scene.webp,assets/video/level05/day23/l05-d23-p05-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,24,الدفع والصرف في النقل,1,L05-D24-P01,bshhal l-taman?,بشحال الثمن؟,How much is the price?,You ask the fare.,How much is the price?,khmsin dirham,Clarify price when no meter or ticket is used.,bshhal / l-taman,assets/audio/level05/day24/l05-d24-p01-normal.mp3,assets/audio/level05/day24/l05-d24-p01-slow.mp3,assets/images/lesson-scenes/level05/day24/l05-d24-p01-scene.webp,assets/video/level05/day24/l05-d24-p01-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,24,الدفع والصرف في النقل,2,L05-D24-P02,3ndi ghir miya,عندي غير مية,I only have 100.,You need change.,I only have 100.,kayna sarf,Small change is useful for transport.,3ndi / ghir miya,assets/audio/level05/day24/l05-d24-p02-normal.mp3,assets/audio/level05/day24/l05-d24-p02-slow.mp3,assets/images/lesson-scenes/level05/day24/l05-d24-p02-scene.webp,assets/video/level05/day24/l05-d24-p02-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,24,الدفع والصرف في النقل,3,L05-D24-P03,wach 3ndk sarf?,واش عندك صرف؟,Do you have change?,You pay with a larger bill.,Do you have change?,ah kayn,Ask before handing a large bill.,wach 3ndk / sarf,assets/audio/level05/day24/l05-d24-p03-normal.mp3,assets/audio/level05/day24/l05-d24-p03-slow.mp3,assets/images/lesson-scenes/level05/day24/l05-d24-p03-scene.webp,assets/video/level05/day24/l05-d24-p03-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,24,الدفع والصرف في النقل,4,L05-D24-P04,khod l-taman,خود الثمن,Take the fare.,You pay.,Take the fare.,shukran,Keep payment simple and visible.,khod / l-taman,assets/audio/level05/day24/l05-d24-p04-normal.mp3,assets/audio/level05/day24/l05-d24-p04-slow.mp3,assets/images/lesson-scenes/level05/day24/l05-d24-p04-scene.webp,assets/video/level05/day24/l05-d24-p04-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,24,الدفع والصرف في النقل,5,L05-D24-P05,bqa lia shhal?,بقا ليا شحال؟,How much change remains for me?,You want correct change.,How much change remains for me?,bqa lik 20,Ask calmly if change seems unclear.,bqa lia / shhal,assets/audio/level05/day24/l05-d24-p05-normal.mp3,assets/audio/level05/day24/l05-d24-p05-slow.mp3,assets/images/lesson-scenes/level05/day24/l05-d24-p05-scene.webp,assets/video/level05/day24/l05-d24-p05-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,25,الحجز بالهاتف أو واتساب,1,L05-D25-P01,nqder nreservi b-whatsapp?,نقدر نريزيرفي بواتساب؟,Can I reserve by WhatsApp?,You ask a driver or company.,Can I reserve by WhatsApp?,"ah, sift lia details",WhatsApp is widely used for coordination.,nqder / nreservi / b-whatsapp,assets/audio/level05/day25/l05-d25-p01-normal.mp3,assets/audio/level05/day25/l05-d25-p01-slow.mp3,assets/images/lesson-scenes/level05/day25/l05-d25-p01-scene.webp,assets/video/level05/day25/l05-d25-p01-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,25,الحجز بالهاتف أو واتساب,2,L05-D25-P02,sift lia localisation afak,صيفط ليا لوكاليساسيون عافاك,"Send me the location, please.",You need a meeting point.,"Send me the location, please.",wakha,Location sharing avoids address confusion.,sift lia / localisation / afak,assets/audio/level05/day25/l05-d25-p02-normal.mp3,assets/audio/level05/day25/l05-d25-p02-slow.mp3,assets/images/lesson-scenes/level05/day25/l05-d25-p02-scene.webp,assets/video/level05/day25/l05-d25-p02-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,25,الحجز بالهاتف أو واتساب,3,L05-D25-P03,ana ghadi nji f sitta,أنا غادي نجي فستة,I will come at six.,You confirm arrival time.,I will come at six.,"wakha, nنتظرك",Time confirmation is important for bookings.,ana ghadi nji / f sitta,assets/audio/level05/day25/l05-d25-p03-normal.mp3,assets/audio/level05/day25/l05-d25-p03-slow.mp3,assets/images/lesson-scenes/level05/day25/l05-d25-p03-scene.webp,assets/video/level05/day25/l05-d25-p03-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,25,الحجز بالهاتف أو واتساب,4,L05-D25-P04,smiti f-reservation,سميتي فالريزيرفاسيون,My name is on the reservation.,You identify a booking.,My name is on the reservation.,shno smiya?,Names can be checked at counters.,smiti / f-reservation,assets/audio/level05/day25/l05-d25-p04-normal.mp3,assets/audio/level05/day25/l05-d25-p04-slow.mp3,assets/images/lesson-scenes/level05/day25/l05-d25-p04-scene.webp,assets/video/level05/day25/l05-d25-p04-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,25,الحجز بالهاتف أو واتساب,5,L05-D25-P05,"ila tbdel shi haja, 3yt lia",إلا تبدل شي حاجة، عيط ليا,"If anything changes, call me.",You want notification.,"If anything changes, call me.",wakha,This prevents missed pickups.,ila tbdel / shi haja / 3yt lia,assets/audio/level05/day25/l05-d25-p05-normal.mp3,assets/audio/level05/day25/l05-d25-p05-slow.mp3,assets/images/lesson-scenes/level05/day25/l05-d25-p05-scene.webp,assets/video/level05/day25/l05-d25-p05-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,26,كراء سيارة وparking,1,L05-D26-P01,bghit nkri tomobil,بغيت نكري طوموبيل,I want to rent a car.,At a rental office.,I want to rent a car.,3ndk permis?,Car rental needs documents.,bghit / nkri tomobil,assets/audio/level05/day26/l05-d26-p01-normal.mp3,assets/audio/level05/day26/l05-d26-p01-slow.mp3,assets/images/lesson-scenes/level05/day26/l05-d26-p01-scene.webp,assets/video/level05/day26/l05-d26-p01-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,26,كراء سيارة وparking,2,L05-D26-P02,3ndi permis,عندي بيرمي,I have a driving license.,Rental staff asks for license.,I have a driving license.,warini afak,Have documents ready.,3ndi / permis,assets/audio/level05/day26/l05-d26-p02-normal.mp3,assets/audio/level05/day26/l05-d26-p02-slow.mp3,assets/images/lesson-scenes/level05/day26/l05-d26-p02-scene.webp,assets/video/level05/day26/l05-d26-p02-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,26,كراء سيارة وparking,3,L05-D26-P03,wach l-assurance dakhla?,واش لاسورونس داخلة؟,Is insurance included?,You check rental terms.,Is insurance included?,ah dakhla,Insurance details matter before driving.,wach l-assurance / dakhla,assets/audio/level05/day26/l05-d26-p03-normal.mp3,assets/audio/level05/day26/l05-d26-p03-slow.mp3,assets/images/lesson-scenes/level05/day26/l05-d26-p03-scene.webp,assets/video/level05/day26/l05-d26-p03-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,26,كراء سيارة وparking,4,L05-D26-P04,fin nlqa parking?,فين نلقى پاركينگ؟,Where can I find parking?,You drive near destination.,Where can I find parking?,temma 3la lisar,Parking rules vary by city and medina.,fin nlqa / parking,assets/audio/level05/day26/l05-d26-p04-normal.mp3,assets/audio/level05/day26/l05-d26-p04-slow.mp3,assets/images/lesson-scenes/level05/day26/l05-d26-p04-scene.webp,assets/video/level05/day26/l05-d26-p04-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,26,كراء سيارة وparking,5,L05-D26-P05,wach n9der nkhlliha hna?,واش نقدر نخليها هنا؟,Can I leave it here?,You ask if parking here is okay.,Can I leave it here?,"la, ممنوع",Ask before parking to avoid problems.,wach n9der / nkhlliha / hna,assets/audio/level05/day26/l05-d26-p05-normal.mp3,assets/audio/level05/day26/l05-d26-p05-slow.mp3,assets/images/lesson-scenes/level05/day26/l05-d26-p05-scene.webp,assets/video/level05/day26/l05-d26-p05-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,27,رحلة قصيرة خارج المدينة,1,L05-D27-P01,bghit nmsi l-blasa hadi nhar kaml,بغيت نمشي للبلاصة هادي نهار كامل,I want to go to this place for a full day.,You plan a day trip.,I want to go to this place for a full day.,"mzyan, sir sba7",Day trips need timing.,bghit nmsi / l-blasa hadi / nhar kaml,assets/audio/level05/day27/l05-d27-p01-normal.mp3,assets/audio/level05/day27/l05-d27-p01-slow.mp3,assets/images/lesson-scenes/level05/day27/l05-d27-p01-scene.webp,assets/video/level05/day27/l05-d27-p01-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,27,رحلة قصيرة خارج المدينة,2,L05-D27-P02,shno l-wsila bach nrje3?,شنو الوسيلة باش نرجع؟,What transport can I take to return?,You want a return plan.,What transport can I take to return?,kayn taksi kbir,Plan return before leaving remote spots.,shno l-wsila / bach nrje3,assets/audio/level05/day27/l05-d27-p02-normal.mp3,assets/audio/level05/day27/l05-d27-p02-slow.mp3,assets/images/lesson-scenes/level05/day27/l05-d27-p02-scene.webp,assets/video/level05/day27/l05-d27-p02-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,27,رحلة قصيرة خارج المدينة,3,L05-D27-P03,wach kayn transport f l-3shiya?,واش كاين ترانسبور فالعشية؟,Is there transport in the evening?,You need a late return.,Is there transport in the evening?,"qlla, rje3 qbel",Some routes have fewer options late.,wach kayn transport / f l-3shiya,assets/audio/level05/day27/l05-d27-p03-normal.mp3,assets/audio/level05/day27/l05-d27-p03-slow.mp3,assets/images/lesson-scenes/level05/day27/l05-d27-p03-scene.webp,assets/video/level05/day27/l05-d27-p03-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,27,رحلة قصيرة خارج المدينة,4,L05-D27-P04,bghit nوقف hna shwiya,بغيت نوقف هنا شوية,I want to stop here a little.,During a day trip.,I want to stop here a little.,"wakha, khms d-qayeq",Agree on stop time.,bghit nوقف / hna / shwiya,assets/audio/level05/day27/l05-d27-p04-normal.mp3,assets/audio/level05/day27/l05-d27-p04-slow.mp3,assets/images/lesson-scenes/level05/day27/l05-d27-p04-scene.webp,assets/video/level05/day27/l05-d27-p04-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,27,رحلة قصيرة خارج المدينة,5,L05-D27-P05,rje3 lia f had l-waqt afak,رجع ليا فهاد الوقت عافاك,"Come back for me at this time, please.",You arrange pickup.,"Come back for me at this time, please.",wakha,Confirm pickup time clearly.,rje3 lia / f had l-waqt / afak,assets/audio/level05/day27/l05-d27-p05-normal.mp3,assets/audio/level05/day27/l05-d27-p05-slow.mp3,assets/images/lesson-scenes/level05/day27/l05-d27-p05-scene.webp,assets/video/level05/day27/l05-d27-p05-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,28,مشكل في الرحلة,1,L05-D28-P01,waq3 lia mushkil f-tariq,وقع ليا مشكل فالطريق,I had a problem on the way.,You need help after disruption.,I had a problem on the way.,shno waq3?,Start with a simple problem statement.,waq3 lia / mushkil / f-tariq,assets/audio/level05/day28/l05-d28-p01-normal.mp3,assets/audio/level05/day28/l05-d28-p01-slow.mp3,assets/images/lesson-scenes/level05/day28/l05-d28-p01-scene.webp,assets/video/level05/day28/l05-d28-p01-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,28,مشكل في الرحلة,2,L05-D28-P02,ma lqitsh l-kar,ما لقيتش الكار,I could not find the bus.,You missed or cannot find the bus.,I could not find the bus.,sowl f-guichet,Ask staff or the counter next.,ma lqitsh / l-kar,assets/audio/level05/day28/l05-d28-p02-normal.mp3,assets/audio/level05/day28/l05-d28-p02-slow.mp3,assets/images/lesson-scenes/level05/day28/l05-d28-p02-scene.webp,assets/video/level05/day28/l05-d28-p02-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,28,مشكل في الرحلة,3,L05-D28-P03,tla3t f-tren ghalat,طلعت فتران غلط,I got on the wrong train.,You made a travel mistake.,I got on the wrong train.,hbet f station jaya,Be direct and calm.,tla3t / f-tren / ghalat,assets/audio/level05/day28/l05-d28-p03-normal.mp3,assets/audio/level05/day28/l05-d28-p03-slow.mp3,assets/images/lesson-scenes/level05/day28/l05-d28-p03-scene.webp,assets/video/level05/day28/l05-d28-p03-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,28,مشكل في الرحلة,4,L05-D28-P04,bghit n3ref shno ndir daba,بغيت نعرف شنو ندير دابا,I want to know what to do now.,You need instructions.,I want to know what to do now.,sir l-guichet,This is a powerful recovery phrase.,bghit n3ref / shno ndir / daba,assets/audio/level05/day28/l05-d28-p04-normal.mp3,assets/audio/level05/day28/l05-d28-p04-slow.mp3,assets/images/lesson-scenes/level05/day28/l05-d28-p04-scene.webp,assets/video/level05/day28/l05-d28-p04-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,28,مشكل في الرحلة,5,L05-D28-P05,"3afak 3awenni, ana msafer",عافاك عاوني، أنا مسافر,"Please help me, I am traveling.",You need urgent help.,"Please help me, I am traveling.","wakha, mashi mushkil",People often help travelers when asked politely.,3afak 3awenni / ana msafer,assets/audio/level05/day28/l05-d28-p05-normal.mp3,assets/audio/level05/day28/l05-d28-p05-slow.mp3,assets/images/lesson-scenes/level05/day28/l05-d28-p05-scene.webp,assets/video/level05/day28/l05-d28-p05-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,29,محاكاة تنقل مختلطة,1,L05-D29-P01,l-yom khasni nmsi l-rbat,اليوم خاصني نمشي للرباط,Today I need to go to Rabat.,Start of a mixed travel day.,Today I need to go to Rabat.,khod tren,Start with the simple goal.,l-yom / khasni nmsi / l-rbat,assets/audio/level05/day29/l05-d29-p01-normal.mp3,assets/audio/level05/day29/l05-d29-p01-slow.mp3,assets/images/lesson-scenes/level05/day29/l05-d29-p01-scene.webp,assets/video/level05/day29/l05-d29-p01-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,29,محاكاة تنقل مختلطة,2,L05-D29-P02,"awal haja, fin l-gar?",أول حاجة، فين لاگار؟,"First, where is the station?",You begin the route.,"First, where is the station?",nishan men hna,Break the trip into steps.,awal haja / fin l-gar,assets/audio/level05/day29/l05-d29-p02-normal.mp3,assets/audio/level05/day29/l05-d29-p02-slow.mp3,assets/images/lesson-scenes/level05/day29/l05-d29-p02-scene.webp,assets/video/level05/day29/l05-d29-p02-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,29,محاكاة تنقل مختلطة,3,L05-D29-P03,"men b3d, khasni taxi l-hotel",من بعد، خاصني طاكسي للأوطيل,"After that, I need a taxi to the hotel.",You plan the next leg.,"After that, I need a taxi to the hotel.",taxis kaynin barra,Use men b3d for sequence.,men b3d / khasni taxi / l-hotel,assets/audio/level05/day29/l05-d29-p03-normal.mp3,assets/audio/level05/day29/l05-d29-p03-slow.mp3,assets/images/lesson-scenes/level05/day29/l05-d29-p03-scene.webp,assets/video/level05/day29/l05-d29-p03-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,29,محاكاة تنقل مختلطة,4,L05-D29-P04,"ila t2akher l-tren, shno ndir?",إلا تأخر التران، شنو ندير؟,"If the train is late, what should I do?",You plan for delay.,"If the train is late, what should I do?",sowl f-guichet,Travel confidence includes backup plans.,ila t2akher l-tren / shno ndir,assets/audio/level05/day29/l05-d29-p04-normal.mp3,assets/audio/level05/day29/l05-d29-p04-slow.mp3,assets/images/lesson-scenes/level05/day29/l05-d29-p04-scene.webp,assets/video/level05/day29/l05-d29-p04-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,29,محاكاة تنقل مختلطة,5,L05-D29-P05,"safi, ana wajed",صافي، أنا واجد,"Okay, I am ready.",You finish planning.,"Okay, I am ready.",treq salama,End the planning calmly.,safi / ana wajed,assets/audio/level05/day29/l05-d29-p05-normal.mp3,assets/audio/level05/day29/l05-d29-p05-slow.mp3,assets/images/lesson-scenes/level05/day29/l05-d29-p05-scene.webp,assets/video/level05/day29/l05-d29-p05-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,30,اختبار التنقل النهائي,1,L05-D30-P01,bghit nmsi mn hna l-mdina okhra,بغيت نمشي من هنا لمدينة أخرى,I want to go from here to another city.,Final mobility test begins.,I want to go from here to another city.,fin bghiti tmshi?,Final test combines transport choices.,bghit nmsi / mn hna / l-mdina okhra,assets/audio/level05/day30/l05-d30-p01-normal.mp3,assets/audio/level05/day30/l05-d30-p01-slow.mp3,assets/images/lesson-scenes/level05/day30/l05-d30-p01-scene.webp,assets/video/level05/day30/l05-d30-p01-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,30,اختبار التنقل النهائي,2,L05-D30-P02,"shno l-ahsan, tren wla CTM?",شنو الأحسن، تران ولا سي تي إم؟,"What is better, train or CTM?",You compare final options.,"What is better, train or CTM?",3la hsab l-wqt,"Compare by time, price, and comfort.",shno l-ahsan / tren wla CTM,assets/audio/level05/day30/l05-d30-p02-normal.mp3,assets/audio/level05/day30/l05-d30-p02-slow.mp3,assets/images/lesson-scenes/level05/day30/l05-d30-p02-scene.webp,assets/video/level05/day30/l05-d30-p02-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,30,اختبار التنقل النهائي,3,L05-D30-P03,bghit ticket w blasa mzyana,بغيت تيكي وبلاصة مزيانة,I want a ticket and a good seat.,You buy a travel ticket.,I want a ticket and a good seat.,wakha,By now the learner can combine needs.,bghit ticket / w blasa mzyana,assets/audio/level05/day30/l05-d30-p03-normal.mp3,assets/audio/level05/day30/l05-d30-p03-slow.mp3,assets/images/lesson-scenes/level05/day30/l05-d30-p03-scene.webp,assets/video/level05/day30/l05-d30-p03-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,30,اختبار التنقل النهائي,4,L05-D30-P04,"ila waq3 mushkil, ghadi nsowl",إلا وقع مشكل، غادي نسول,"If a problem happens, I will ask.",You show confidence in recovery.,"If a problem happens, I will ask.",mzyan,Confidence comes from knowing recovery phrases.,ila waq3 mushkil / ghadi nsowl,assets/audio/level05/day30/l05-d30-p04-normal.mp3,assets/audio/level05/day30/l05-d30-p04-slow.mp3,assets/images/lesson-scenes/level05/day30/l05-d30-p04-scene.webp,assets/video/level05/day30/l05-d30-p04-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
5,30,اختبار التنقل النهائي,5,L05-D30-P05,"wslna bikhir, shukran 3la l-m3awna",وصلنا بخير، شكرا على المعاونة,"We arrived safely, thanks for the help.",End of the full trip.,"We arrived safely, thanks for the help.",bssaha w ra7a,A polite ending completes the travel interaction.,wslna bikhir / shukran / 3la l-m3awna,assets/audio/level05/day30/l05-d30-p05-normal.mp3,assets/audio/level05/day30/l05-d30-p05-slow.mp3,assets/images/lesson-scenes/level05/day30/l05-d30-p05-scene.webp,assets/video/level05/day30/l05-d30-p05-scene.mp4,DRAFT_WEB_RESEARCHED_NEEDS_NATIVE_AUDIO_QA
